catalog_number,copy_number,gri_has_copy,price_recorded,owner_code,owner_location
B-207,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-207,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-207,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-206,,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-206,,No,,BEMa,"E. de Bethune, Marke, Belgium"
B-208,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
B-210,,Yes,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-210,,No,,ULn,"Universiteit, Leuven, Belgium"
B-211,,No,,BNP,"Bibliothque nationale, Dpartement des Imprims, Paris, France"
B-211,,Yes,,BEMa,"E. de Bethune, Marke, Belgium"
B-202,,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-202,,No,,BEMa,"E. de Bethune, Marke, Belgium"
B-97,,Yes,,COBB,"Centrale Openbare Bibliotheek, Brugge, Belgium"
B-97,,No,,BEMa,"E. de Bethune, Marke, Belgium"
B-212,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-212,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-212,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
B-212,,No,,ULn,"Universiteit, Leuven, Belgium"
B-214,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
B-214,,Yes,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-215,,Yes,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-215,,No,,BNP,"Bibliothque nationale, Dpartement des Imprims, Paris, France"
B-218,,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-219,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-219,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-220,I,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-220,II,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-220,III,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-220,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
B-223,,Yes,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-225,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-225,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-225,,No,,SMLn,"Stedelijke Musea, Leuven, Belgium"
B-224,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-224,I,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-224,II,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-224,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-224,I,No,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-224,II,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-224,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
B-224,,No,,SIF,"Stdelsches Kunstinstitut und Stdtische Galerie, Frankfurt, Germany"
B-224,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-224,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-224,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-224,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
B-224,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
B-224,,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-224,,No,,FDP,(changed to CCPP)
B-224,,No,,SMLn,"Stedelijke Musea, Leuven, Belgium"
B-224,I,No,,ULn,"Universiteit, Leuven, Belgium"
B-224,II,No,,ULn,"Universiteit, Leuven, Belgium"
B-224,III,No,,ULn,"Universiteit, Leuven, Belgium"
B-224,,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-226,I,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-226,II,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-228,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-228,I,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-228,II,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-228,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-228,III,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-228,IV,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-228,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-228,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
B-228,,No,,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
B-228,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-228,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-228,I,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-228,II,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-228,III,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-228,,No,,SMLn,"Stedelijke Musea, Leuven, Belgium"
B-228,I,No,,ULn,"Universiteit, Leuven, Belgium"
B-228,II,No,,ULn,"Universiteit, Leuven, Belgium"
B-228,,No,,MBB,"Kunstbibliothek der Staatlichen Museen, Berlin, Germany"
B-229,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-229,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-229,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-229,,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-229,,No,,ULn,"Universiteit, Leuven, Belgium"
B-231,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-235,,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-235,,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-235,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-235,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-235,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-236,,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-236,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-236,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-238,I,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-238,II,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-238,III,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-239,,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-239,,No,,ULn,"Universiteit, Leuven, Belgium"
B-240,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-241,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-243,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-243,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-243,,No,,LP,"Bibliothque du Muse du Louvre, Paris, France"
B-243,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-243,I,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-243,II,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-243,,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-243,,No,,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
B-243,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-243,,No,,ESP,"Ermitazh, Saint Peterburg, Russia"
B-243,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-243,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-243,,No,,NGL,"National Gallery, London, England"
B-243,,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-243,,No,,ULNe,"Universit, Louvain-la-Neuve, Belgium"
B-243,,No,,NGL,"National Gallery, London, England"
B-243,,No,,MPh,"Philadelphia Museum of Art, Philadelphia, PA, USA"
B-244,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-244,,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-245,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-245,,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-247,,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-247,,No,,BEMa,"E. de Bethune, Marke, Belgium"
B-248,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-248,,No,,MWH,"Rijksmuseum Meermanno-Westreenianum, The Hague, Netherlands"
B-250,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-253,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-255,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-257,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-257,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-257,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-257,,No,,ULn,"Universiteit, Leuven, Belgium"
B-257,I,No,,BEMa,"E. de Bethune, Marke, Belgium"
B-257,II,No,,BEMa,"E. de Bethune, Marke, Belgium"
B-259,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-259,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-259,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-259,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-259,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-259,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-259,,No,,SMLn,"Stedelijke Musea, Leuven, Belgium"
B-260,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-260,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-260,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-260,,No,,SMLn,"Stedelijke Musea, Leuven, Belgium"
B-260,,No,,ULn,"Universiteit, Leuven, Belgium"
B-261,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-261,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-261,III,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-261,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-261,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
B-261,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-261,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-261,,No,,PKA,"Rijksprentenkabinet, Rijksmuseum, Amsterdam, Netherlands (now RMA)"
B-261,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-261,,No,,ULn,"Universiteit, Leuven, Belgium"
B-263,,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-263,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-263,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-270,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-274,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-274,,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-274,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-275,,No,,BMA,"Hoofdbibliotheek, Antwerp, Belgium"
B-275,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-277,I,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-277,II,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-277,,Yes,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-277,,No,,ULNe,"Universit, Louvain-la-Neuve, Belgium"
B-278,,Yes,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-279,,Yes,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-281,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-282,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
B-283,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-283,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-283,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-283,,,,EBP,"Etude de Matre Henri Baudoin, Paris, France (now CCPP)"
B-283,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-283,III,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-283,IV,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-283,I,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-283,II,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-283,,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-283,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
B-283,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-283,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-283,,No,,FDP,(changed to CCPP)
B-283,,No,,NGL,"National Gallery, London, England"
B-283,,No,,SMLn,"Stedelijke Musea, Leuven, Belgium"
B-283,,No,,ULn,"Universiteit, Leuven, Belgium"
B-283,I,No,,BMA,"Hoofdbibliotheek, Antwerp, Belgium"
B-283,II,No,,BMA,"Hoofdbibliotheek, Antwerp, Belgium"
B-283,I,No,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
B-283,II,No,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
B-284,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-284,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-284,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-284,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-284,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-284,III,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-284,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-284,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-284,,No,,SMLn,"Stedelijke Musea, Leuven, Belgium"
B-284,,No,,BMA,"Hoofdbibliotheek, Antwerp, Belgium"
B-284,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
B-286,,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-287,,No,,BML,"British Library, London, England"
B-287,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-287,,Yes,,ULn,"Universiteit, Leuven, Belgium"
B-288,,Yes,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-288,,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-290,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-290,,Yes,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-290,,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-291,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-291,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
B-291,,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-291,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-291,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-291,,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-291,,No,,ULn,"Universiteit, Leuven, Belgium"
B-292,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-292,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
B-292,,No,,SIF,"Stdelsches Kunstinstitut und Stdtische Galerie, Frankfurt, Germany"
B-292,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-294,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-295,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-295,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-295,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-295,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-295,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-295,,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-295,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-295,,No,,SAM,"Stadsarchief, Mechelen, Belgium"
B-293,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-293,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-293,III,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-293,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-293,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-293,,,,SIF,"Stdelsches Kunstinstitut und Stdtische Galerie, Frankfurt, Germany"
B-293,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-293,,No,,EBNP,"Cabinet des Estampes, Bibliothque Nationale, Paris, France"
B-293,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
B-293,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-293,,,,UBL,"Universiteitsbibliotheek, Leiden, Netherlands"
B-293,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-293,,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-293,,No,,ULn,"Universiteit, Leuven, Belgium"
B-293,I,No,,BMA,"Hoofdbibliotheek, Antwerp, Belgium"
B-293,II,No,,BMA,"Hoofdbibliotheek, Antwerp, Belgium"
B-296,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-296,,No,,NGW,"National Gallery, Washington, DC, USA"
B-296,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-296,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
B-296,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-296,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-296,,No,,FDP,(changed to CCPP)
B-298,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-302,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-302,,Yes,,JPGM,"Getty Research Institute, Los Angeles, CA, USA"
B-303,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-303,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-303,,No,,ULn,"Universiteit, Leuven, Belgium"
B-304,,Yes,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
B-304,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-304,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-304,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-304,,No,,RMA,"Rijksmuseum, Amsterdam, Netherlands"
B-304,,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-304,,No,,ULNe,"Universit, Louvain-la-Neuve, Belgium"
B-306,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-306,,Yes,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-306,,No,,SMLn,"Stedelijke Musea, Leuven, Belgium"
B-307,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-307,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-307,,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-308,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-308,,Yes,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-310,,Yes,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-310,,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-312,I,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-312,II,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-313,,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-313,,No,,BEMa,"E. de Bethune, Marke, Belgium"
B-315,I,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-315,II,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-315,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-316,,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-316,,No,,,"Oscar Nottebohm, Antwerp, Belgium"
B-316,I,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-316,II,No,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-316,III,Yes,,BG,"Bibliothque de l'Universit, Gent, Belgium"
B-316,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-316,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-316,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-316,,No,,ULNe,"Universit, Louvain-la-Neuve, Belgium"
B-316,,No,,MPh,"Philadelphia Museum of Art, Philadelphia, PA, USA"
B-317,,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-317,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-317,,No,,FLNY,"Frick Art Reference Library, New York, NY, USA"
B-317,,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-317,,Yes,,RKDH,"Rijksbureau voor Kunsthistorische Documentatie, The Hague, Netherlands"
B-318,,,,BMB,"Museumsbibliothek der Staatlichen Museen, Berlin, Germany (after 1945, MBB)"
B-318,I,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-318,II,No,,MB,"Bibliothque des Muses Royaux des Beaux-Arts, Brussels, Belgium"
B-318,I,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-318,II,No,,BRB,"Bibliothque Royale, Brussels, Belgium"
B-318,,Yes,,AAP,"Bibliothque d'Art et d'Archologie de l'Universit, Paris, France"
B-318,,,,EBP,"Etude de Matre Henri Baudoin, Paris, France (now CCPP)"
B-318,,,,KPL,"Prentenkabinet der Rijksuniversiteit, Leiden, Netherlands"
B-318,I,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-318,II,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-318,III,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-318,IV,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-318,V,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-318,VI,No,,MA,"Bibliotheek, Koninklijk Museum voor Schone Kunsten, Antwerp, Belgium"
B-318,,No,,MPA,"Muse Plantin-Moretus, Antwerp, Belgium"
B-318,I,No,,CB,"Bibliothque du Muse du Cinquantenaire, Brussels, Belgium"
B-318,II,No,,CB,"Bibliothque du Muse du Cinquantenaire, Brussels, Belgium"
B-318,,No,,LP,"Bibliothque du Muse du Louvre, Paris, France"
B-318,,No,,VAL,"National Art Library, Victoria and Albert Museum, London, England"
